"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 03:50:57 GMT 2024","Sat Feb 24 03:50:58 GMT 2024","426","firefox","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","DELETE: delete a user",""
"passed","Sat Feb 24 03:51:04 GMT 2024","Sat Feb 24 03:51:07 GMT 2024","3024","firefox","todoApi.spec.ts","QA CART Create to do via API","","","TS01 _Able to register using API",""
"passed","Sat Feb 24 03:51:07 GMT 2024","Sat Feb 24 03:51:08 GMT 2024","480","firefox","todoApi.spec.ts","QA CART Create to do via API","","","TS03 _Able to create to do",""
"passed","Sat Feb 24 03:50:52 GMT 2024","Sat Feb 24 03:50:53 GMT 2024","474","chromium","todoApi.spec.ts","QA CART Create to do via API","","","TS03 _Able to create to do",""
"passed","Sat Feb 24 03:51:14 GMT 2024","Sat Feb 24 03:51:15 GMT 2024","452","webkit","todoApi.spec.ts","QA CART Create to do via API","","","TS03 _Able to create to do",""
"passed","Sat Feb 24 03:50:51 GMT 2024","Sat Feb 24 03:50:52 GMT 2024","1230","chromium","todoApi.spec.ts","QA CART Create to do via API","","","TS01 _Able to register using API",""
"passed","Sat Feb 24 03:51:12 GMT 2024","Sat Feb 24 03:51:14 GMT 2024","2040","webkit","todoApi.spec.ts","QA CART Create to do via API","","","TS01 _Able to register using API",""
"passed","Sat Feb 24 03:51:12 GMT 2024","Sat Feb 24 03:51:20 GMT 2024","8026","webkit","todo.spec.ts","Create & Delete To do SUITE","","","TS01 _Able to create todo on the list",""
"passed","Sat Feb 24 03:50:57 GMT 2024","Sat Feb 24 03:50:57 GMT 2024","565","firefox","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","GET: set of Users",""
"passed","Sat Feb 24 03:51:23 GMT 2024","Sat Feb 24 03:51:24 GMT 2024","1391","webkit","swagLabs.spec.ts","Swag Labs Suite","","","Visual Test Usign playwright screenshot",""
"passed","Sat Feb 24 03:51:12 GMT 2024","Sat Feb 24 03:51:16 GMT 2024","4226","webkit","todo.spec.ts","Create & Delete To do SUITE","","","TS02 _Able to delete to do",""
"passed","Sat Feb 24 03:51:10 GMT 2024","Sat Feb 24 03:51:10 GMT 2024","504","webkit","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","GET: set of Users",""
"passed","Sat Feb 24 03:50:51 GMT 2024","Sat Feb 24 03:50:51 GMT 2024","508","chromium","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","GET: set of Users",""
"passed","Sat Feb 24 03:51:07 GMT 2024","Sat Feb 24 03:51:08 GMT 2024","1605","firefox","swagLabs.spec.ts","Swag Labs Suite","","","Visual Test Usign playwright screenshot",""
"passed","Sat Feb 24 03:51:00 GMT 2024","Sat Feb 24 03:51:00 GMT 2024","533","firefox","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","POST: register a user",""
"passed","Sat Feb 24 03:50:58 GMT 2024","Sat Feb 24 03:51:04 GMT 2024","6082","firefox","todo.spec.ts","Create & Delete To do SUITE","","","TS01 _Able to create todo on the list",""
"passed","Sat Feb 24 03:51:18 GMT 2024","Sat Feb 24 03:51:23 GMT 2024","4943","webkit","swagLabs.spec.ts","Swag Labs Suite","","","Oder product in the Application",""
"passed","Sat Feb 24 03:50:51 GMT 2024","Sat Feb 24 03:50:54 GMT 2024","3067","chromium","todo.spec.ts","Create & Delete To do SUITE","","","TS01 _Able to create todo on the list",""
"passed","Sat Feb 24 03:51:02 GMT 2024","Sat Feb 24 03:51:07 GMT 2024","4482","firefox","swagLabs.spec.ts","Swag Labs Suite","","","Oder product in the Application",""
"passed","Sat Feb 24 03:50:51 GMT 2024","Sat Feb 24 03:50:53 GMT 2024","1826","chromium","swagLabs.spec.ts","Swag Labs Suite","","","Login in the Application",""
"passed","Sat Feb 24 03:50:58 GMT 2024","Sat Feb 24 03:51:01 GMT 2024","2471","chromium","todo.spec.ts","Create & Delete To do SUITE","","","TS02 _Able to delete to do",""
"passed","Sat Feb 24 03:50:51 GMT 2024","Sat Feb 24 03:50:51 GMT 2024","486","chromium","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","PUT: update a specific user",""
"passed","Sat Feb 24 03:50:58 GMT 2024","Sat Feb 24 03:51:02 GMT 2024","4471","firefox","swagLabs.spec.ts","Swag Labs Suite","","","Login in the Application",""
"passed","Sat Feb 24 03:51:11 GMT 2024","Sat Feb 24 03:51:12 GMT 2024","506","webkit","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","POST: register a user",""
