"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 03:50:53 GMT 2024","Sat Feb 24 03:50:55 GMT 2024","2614","chromium","user.spec.ts","User Registration SUITE","","","TS01 _Able to register a user.",""
"passed","Sat Feb 24 03:50:56 GMT 2024","Sat Feb 24 03:50:57 GMT 2024","823","chromium","swagLabs.spec.ts","Swag Labs Suite","","","Visual Test Usign playwright screenshot",""
"passed","Sat Feb 24 03:50:53 GMT 2024","Sat Feb 24 03:50:56 GMT 2024","3222","chromium","swagLabs.spec.ts","Swag Labs Suite","","","Oder product in the Application",""
"passed","Sat Feb 24 03:50:51 GMT 2024","Sat Feb 24 03:50:51 GMT 2024","511","chromium","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","POST: register a user",""
"passed","Sat Feb 24 03:51:12 GMT 2024","Sat Feb 24 03:51:12 GMT 2024","452","webkit","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","DELETE: delete a user",""
"passed","Sat Feb 24 03:51:00 GMT 2024","Sat Feb 24 03:51:06 GMT 2024","5952","firefox","todo.spec.ts","Create & Delete To do SUITE","","","TS02 _Able to delete to do",""
"passed","Sat Feb 24 03:50:58 GMT 2024","Sat Feb 24 03:50:58 GMT 2024","530","firefox","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","PUT: update a specific user",""
"passed","Sat Feb 24 03:51:11 GMT 2024","Sat Feb 24 03:51:12 GMT 2024","526","webkit","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","PUT: update a specific user",""
"passed","Sat Feb 24 03:51:04 GMT 2024","Sat Feb 24 03:51:08 GMT 2024","3762","firefox","user.spec.ts","User Registration SUITE","","","TS01 _Able to register a user.",""
"passed","Sat Feb 24 03:51:10 GMT 2024","Sat Feb 24 03:51:18 GMT 2024","7699","webkit","swagLabs.spec.ts","Swag Labs Suite","","","Login in the Application",""
"passed","Sat Feb 24 03:51:15 GMT 2024","Sat Feb 24 03:51:22 GMT 2024","7241","webkit","user.spec.ts","User Registration SUITE","","","TS01 _Able to register a user.",""
"passed","Sat Feb 24 03:50:51 GMT 2024","Sat Feb 24 03:50:51 GMT 2024","477","chromium","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","DELETE: delete a user",""
