"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 27 15:05:49 GMT 2024","Tue Feb 27 15:05:50 GMT 2024","1102","chromium","todoApi.spec.ts","QA CART Create to do via API","","","TS01 _Able to register using API",""
"passed","Tue Feb 27 15:06:24 GMT 2024","Tue Feb 27 15:06:26 GMT 2024","1149","firefox","todoApi.spec.ts","QA CART Create to do via API","","","TS01 _Able to register using API",""
"passed","Tue Feb 27 15:05:49 GMT 2024","Tue Feb 27 15:05:57 GMT 2024","7510","chromium","user.spec.ts","User Registration SUITE","","","TS01 _Able to register a user.",""
"passed","Tue Feb 27 15:07:12 GMT 2024","Tue Feb 27 15:07:12 GMT 2024","268","webkit","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","GET: set of Users",""
"passed","Tue Feb 27 15:07:17 GMT 2024","Tue Feb 27 15:07:24 GMT 2024","7076","webkit","user.spec.ts","User Registration SUITE","","","TS01 _Able to register a user.",""
"passed","Tue Feb 27 15:07:15 GMT 2024","Tue Feb 27 15:07:28 GMT 2024","13272","webkit","todo.spec.ts","Create & Delete To do SUITE","","","TS01 _Register User",""
"passed","Tue Feb 27 15:05:33 GMT 2024","Tue Feb 27 15:05:47 GMT 2024","13549","chromium","letItCode.spec.ts","","","","Forms Test Using User facing locattors",""
"passed","Tue Feb 27 15:05:44 GMT 2024","Tue Feb 27 15:05:45 GMT 2024","486","chromium","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","GET: set of Users",""
"passed","Tue Feb 27 15:05:56 GMT 2024","Tue Feb 27 15:06:01 GMT 2024","5180","chromium","todo.spec.ts","Create & Delete To do SUITE","","","TS03 _Able to delete to do",""
"passed","Tue Feb 27 15:05:47 GMT 2024","Tue Feb 27 15:05:51 GMT 2024","3972","chromium","todo.spec.ts","Create & Delete To do SUITE","","","TS01 _Register User",""
"passed","Tue Feb 27 15:06:05 GMT 2024","Tue Feb 27 15:06:24 GMT 2024","19167","firefox","letItCode.spec.ts","","","","Handling Tables",""
"passed","Tue Feb 27 15:06:07 GMT 2024","Tue Feb 27 15:06:08 GMT 2024","406","firefox","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","PUT: update a specific user",""
"passed","Tue Feb 27 15:07:17 GMT 2024","Tue Feb 27 15:07:17 GMT 2024","496","webkit","todoApi.spec.ts","QA CART Create to do via API","","","TS03 _Able to create to do",""
"passed","Tue Feb 27 15:06:41 GMT 2024","Tue Feb 27 15:06:56 GMT 2024","14647","webkit","letItCode.spec.ts","","","","Alerts Test",""
"passed","Tue Feb 27 15:06:33 GMT 2024","Tue Feb 27 15:06:42 GMT 2024","9032","firefox","todo.spec.ts","Create & Delete To do SUITE","","","TS02 _Able to create todo on the list",""
"passed","Tue Feb 27 15:06:09 GMT 2024","Tue Feb 27 15:06:12 GMT 2024","3327","firefox","swagLabs.spec.ts","Swag Labs Suite","","","Login in the Application",""
"passed","Tue Feb 27 15:05:46 GMT 2024","Tue Feb 27 15:05:48 GMT 2024","2199","chromium","swagLabs.spec.ts","Swag Labs Suite","","","Login in the Application",""
"passed","Tue Feb 27 15:05:54 GMT 2024","Tue Feb 27 15:06:05 GMT 2024","11270","firefox","letItCode.spec.ts","","","","Alerts Test",""
"passed","Tue Feb 27 15:05:33 GMT 2024","Tue Feb 27 15:05:49 GMT 2024","15839","chromium","letItCode.spec.ts","","","","Handling multiple tabs",""
"passed","Tue Feb 27 15:05:50 GMT 2024","Tue Feb 27 15:05:51 GMT 2024","507","chromium","todoApi.spec.ts","QA CART Create to do via API","","","TS03 _Able to create to do",""
"passed","Tue Feb 27 15:07:13 GMT 2024","Tue Feb 27 15:07:17 GMT 2024","4025","webkit","swagLabs.spec.ts","Swag Labs Suite","","","Login in the Application",""
"passed","Tue Feb 27 15:07:12 GMT 2024","Tue Feb 27 15:07:12 GMT 2024","438","webkit","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","PUT: update a specific user",""
"passed","Tue Feb 27 15:07:28 GMT 2024","Tue Feb 27 15:07:36 GMT 2024","7923","webkit","todo.spec.ts","Create & Delete To do SUITE","","","TS02 _Able to create todo on the list",""
"passed","Tue Feb 27 15:06:56 GMT 2024","Tue Feb 27 15:07:16 GMT 2024","20076","webkit","letItCode.spec.ts","","","","Handling Tables",""
"passed","Tue Feb 27 15:06:57 GMT 2024","Tue Feb 27 15:07:18 GMT 2024","20373","webkit","letItCode.spec.ts","","","","Handling Iframes",""
"passed","Tue Feb 27 15:05:33 GMT 2024","Tue Feb 27 15:05:42 GMT 2024","8556","chromium","letItCode.spec.ts","","","","Alerts Test",""
"passed","Tue Feb 27 15:06:12 GMT 2024","Tue Feb 27 15:06:19 GMT 2024","7044","firefox","swagLabs.spec.ts","Swag Labs Suite","","","Oder product in the Application",""
"passed","Tue Feb 27 15:07:36 GMT 2024","Tue Feb 27 15:07:51 GMT 2024","15314","webkit","todo.spec.ts","Create & Delete To do SUITE","","","TS03 _Able to delete to do",""
"passed","Tue Feb 27 15:07:17 GMT 2024","Tue Feb 27 15:07:24 GMT 2024","7088","webkit","swagLabs.spec.ts","Swag Labs Suite","","","Oder product in the Application",""
"passed","Tue Feb 27 15:06:22 GMT 2024","Tue Feb 27 15:06:33 GMT 2024","10207","firefox","todo.spec.ts","Create & Delete To do SUITE","","","TS01 _Register User",""
"passed","Tue Feb 27 15:06:47 GMT 2024","Tue Feb 27 15:07:15 GMT 2024","27979","webkit","letItCode.spec.ts","","","","Handling multiple tabs",""
"passed","Tue Feb 27 15:07:24 GMT 2024","Tue Feb 27 15:07:26 GMT 2024","2058","webkit","swagLabs.spec.ts","Swag Labs Suite","","","Visual Test Usign playwright screenshot",""
"passed","Tue Feb 27 15:05:42 GMT 2024","Tue Feb 27 15:05:49 GMT 2024","7548","chromium","letItCode.spec.ts","","","","Handling Tables",""
"passed","Tue Feb 27 15:06:42 GMT 2024","Tue Feb 27 15:06:50 GMT 2024","8489","firefox","todo.spec.ts","Create & Delete To do SUITE","","","TS03 _Able to delete to do",""
"passed","Tue Feb 27 15:06:07 GMT 2024","Tue Feb 27 15:06:07 GMT 2024","267","firefox","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","GET: set of Users",""
"passed","Tue Feb 27 15:05:53 GMT 2024","Tue Feb 27 15:06:07 GMT 2024","14446","firefox","letItCode.spec.ts","","","","Forms Test Using User facing locattors",""
"passed","Tue Feb 27 15:05:51 GMT 2024","Tue Feb 27 15:05:56 GMT 2024","5251","chromium","todo.spec.ts","Create & Delete To do SUITE","","","TS02 _Able to create todo on the list",""
"passed","Tue Feb 27 15:05:45 GMT 2024","Tue Feb 27 15:05:46 GMT 2024","443","chromium","reqres.spec.ts","Reqres API  https://reqres.in/api-docs","","","POST: register a user",""
"passed","Tue Feb 27 15:06:26 GMT 2024","Tue Feb 27 15:06:34 GMT 2024","7210","firefox","user.spec.ts","User Registration SUITE","","","TS01 _Able to register a user.",""
